ID_assets,Auditorium,Floor,Room,Type_asset,Id_type,Ordinal_number,Notes,Description,Year,Origin,Status,ATS
A2-01-0104-TB-01,A2,1,104,Desk( 2 seats),TB,1,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-02,A2,1,104,Desk( 2 seats),TB,2,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-03,A2,1,104,Desk( 2 seats),TB,3,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-04,A2,1,104,Desk( 2 seats),TB,4,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-05,A2,1,104,Desk( 2 seats),TB,5,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-06,A2,1,104,Desk( 2 seats),TB,6,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-07,A2,1,104,Desk( 2 seats),TB,7,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-08,A2,1,104,Desk( 2 seats),TB,8,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-01-0104-TB-09,A2,1,104,Desk( 2 seats),TB,9,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-10,A2,1,104,Desk( 2 seats),TB,10,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-11,A2,1,104,Desk( 2 seats),TB,11,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-12,A2,1,104,Desk( 2 seats),TB,12,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-13,A2,1,104,Desk( 2 seats),TB,13,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-14,A2,1,104,Desk( 2 seats),TB,14,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-15,A2,1,104,Desk( 2 seats),TB,15,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-01-0104-TB-16,A2,1,104,Desk( 2 seats),TB,16,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-17,A2,1,104,Desk( 2 seats),TB,17,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-18,A2,1,104,Desk( 2 seats),TB,18,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-19,A2,1,104,Desk( 2 seats),TB,19,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-20,A2,1,104,Desk( 2 seats),TB,20,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-21,A2,1,104,Desk( 2 seats),TB,21,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-22,A2,1,104,Desk( 2 seats),TB,22,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-23,A2,1,104,Desk( 2 seats),TB,23,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-24,A2,1,104,Desk( 2 seats),TB,24,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-TB-25,A2,1,104,Desk( 2 seats),TB,25,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-01-0104-BGV-01,A2,1,104,Lecturer's desk,BGV,1,,Bàn làm việc dành cho giảng viên đặt tại khu vực giảng dạy	 dùng để đặt máy tính	 tài liệu và các thiết bị hỗ trợ giảng dạy.,2022,Việt Nam,Đang hoạt động,100
A2-01-0104-GGV-01,A2,1,104,Lecturer's chair,GGV,1,,Ghế dành cho giảng viên sử dụng tại bàn giảng dạy trong lớp học hoặc phòng họp	 thiết kế phù hợp cho việc làm việc và giảng dạy,2021,Trung Quốc,Đang hoạt động,100	
A2-01-0104-BP-01,A2,1,104,Sliding chalkboard,BP,1,,Bảng viết phấn dạng trượt được lắp đặt trong lớp học	 cho phép di chuyển các bảng để mở rộng không gian viết khi giảng dạy.,2020,Việt Nam,Đang hoạt động,100	
A2-01-0104-TV-01,A2,1,104,Smart TV,TV,1,,Tivi thông minh được sử dụng để trình chiếu nội dung	 hỗ trợ giảng dạy	 hội họp hoặc giải trí thông qua kết nối internet và các thiết bị ngoại vi.,2022,Hàn Quốc,Đang hoạt động,100
A2-01-0104-HDMI-01,A2,1,104,Cable HDMI,HDMI,1,,Cáp HDMI dùng để truyền tín hiệu hình ảnh và âm thanh chất lượng cao giữa các thiết bị như máy tính	 tivi	 máy chiếu hoặc màn hình trình chiếu.,2023,Trung Quốc,Đang sử dụng,100
A2-01-0104-QT-01,A2,1,104,Ceiling fan,QT,1,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-01-0104-QT-02,A2,1,104,Ceiling fan,QT,2,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-01-0104-QT-03,A2,1,104,Ceiling fan,QT,3,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-01-0104-QT-04,A2,1,104,Ceiling fan,QT,4,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Ngừng sử dụng,100
A2-01-0104-AC-01,A2,1,104,Funiki AC,AC,1,,Máy điều hòa không khí thương hiệu Funiki dùng để làm mát và điều chỉnh nhiệt độ trong phòng	 đảm bảo môi trường làm việc và học tập thoải mái.,2022,Việt Nam,Đang hoạt động,100	
A2-01-0104-AC-02,A2,1,104,Funiki AC,AC,2,,Máy điều hòa không khí thương hiệu Funiki dùng để làm mát và điều chỉnh nhiệt độ trong phòng	 đảm bảo môi trường làm việc và học tập thoải mái.,2022,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-01,A2,2,201,Desk( 2 seats),TB,1,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-02,A2,2,201,Desk( 2 seats),TB,2,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-03,A2,2,201,Desk( 2 seats),TB,3,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-04,A2,2,201,Desk( 2 seats),TB,4,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-05,A2,2,201,Desk( 2 seats),TB,5,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-06,A2,2,201,Desk( 2 seats),TB,6,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-07,A2,2,201,Desk( 2 seats),TB,7,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-08,A2,2,201,Desk( 2 seats),TB,8,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-09,A2,2,201,Desk( 2 seats),TB,9,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-10,A2,2,201,Desk( 2 seats),TB,10,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-11,A2,2,201,Desk( 2 seats),TB,11,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-12,A2,2,201,Desk( 2 seats),TB,12,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-13,A2,2,201,Desk( 2 seats),TB,13,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-14,A2,2,201,Desk( 2 seats),TB,14,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-15,A2,2,201,Desk( 2 seats),TB,15,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-16,A2,2,201,Desk( 2 seats),TB,16,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-17,A2,2,201,Desk( 2 seats),TB,17,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-18,A2,2,201,Desk( 2 seats),TB,18,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-19,A2,2,201,Desk( 2 seats),TB,19,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-20,A2,2,201,Desk( 2 seats),TB,20,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-21,A2,2,201,Desk( 2 seats),TB,21,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-22,A2,2,201,Desk( 2 seats),TB,22,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-23,A2,2,201,Desk( 2 seats),TB,23,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0201-TB-24,A2,2,201,Desk( 2 seats),TB,24,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-TB-25,A2,2,201,Desk( 2 seats),TB,25,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0201-BGV-01,A2,2,201,Lecturer's desk,BGV,1,,Bàn làm việc dành cho giảng viên đặt tại khu vực giảng dạy	 dùng để đặt máy tính	 tài liệu và các thiết bị hỗ trợ giảng dạy.,2022,Việt Nam,Đang hoạt động,100
A2-02-0201-GGV-01,A2,2,201,Lecturer's chair,GGV,1,,Ghế dành cho giảng viên sử dụng tại bàn giảng dạy trong lớp học hoặc phòng họp	 thiết kế phù hợp cho việc làm việc và giảng dạy,2021,Trung Quốc,Đang hoạt động,100	
A2-02-0201-BP-01,A2,2,201,Sliding chalkboard,BP,1,,Bảng viết phấn dạng trượt được lắp đặt trong lớp học	 cho phép di chuyển các bảng để mở rộng không gian viết khi giảng dạy.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0201-TV-01,A2,2,201,Smart TV,TV,1,,Tivi thông minh được sử dụng để trình chiếu nội dung	 hỗ trợ giảng dạy	 hội họp hoặc giải trí thông qua kết nối internet và các thiết bị ngoại vi.,2022,Hàn Quốc,Đang bảo trì,100
A2-02-0201-HDMI-01,A2,2,201,Cable HDMI,HDMI,1,,Cáp HDMI dùng để truyền tín hiệu hình ảnh và âm thanh chất lượng cao giữa các thiết bị như máy tính	 tivi	 máy chiếu hoặc màn hình trình chiếu.,2023,Trung Quốc,Đang sử dụng,100
A2-02-0201-QT-01,A2,2,201,Ceiling fan,QT,1,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0201-QT-02,A2,2,201,Ceiling fan,QT,2,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0201-QT-03,A2,2,201,Ceiling fan,QT,3,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100
A2-02-0201-QT-04,A2,2,201,Ceiling fan,QT,4,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0201-AC-01,A2,2,201,Funiki AC,AC,1,,Máy điều hòa không khí thương hiệu Funiki dùng để làm mát và điều chỉnh nhiệt độ trong phòng	 đảm bảo môi trường làm việc và học tập thoải mái.,2022,Việt Nam,Đang hoạt động,100	
A2-02-0201-AC-02,A2,2,201,Funiki AC,AC,2,,Máy điều hòa không khí thương hiệu Funiki dùng để làm mát và điều chỉnh nhiệt độ trong phòng	 đảm bảo môi trường làm việc và học tập thoải mái.,2022,Việt Nam,Đang hoạt động,100
A2-02-0202-TB-01,A2,2,202,Desk( 2 seats),TB,1,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-02,A2,2,202,Desk( 2 seats),TB,2,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-03,A2,2,202,Desk( 2 seats),TB,3,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0202-TB-04,A2,2,202,Desk( 2 seats),TB,4,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-05,A2,2,202,Desk( 2 seats),TB,5,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-06,A2,2,202,Desk( 2 seats),TB,6,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-07,A2,2,202,Desk( 2 seats),TB,7,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-08,A2,2,202,Desk( 2 seats),TB,8,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-09,A2,2,202,Desk( 2 seats),TB,9,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0202-TB-10,A2,2,202,Desk( 2 seats),TB,10,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0202-TB-11,A2,2,202,Desk( 2 seats),TB,11,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-12,A2,2,202,Desk( 2 seats),TB,12,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-13,A2,2,202,Desk( 2 seats),TB,13,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-14,A2,2,202,Desk( 2 seats),TB,14,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-15,A2,2,202,Desk( 2 seats),TB,15,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100
A2-02-0202-TB-16,A2,2,202,Desk( 2 seats),TB,16,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-18,A2,2,202,Desk( 2 seats),TB,18,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-19,A2,2,202,Desk( 2 seats),TB,19,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-20,A2,2,202,Desk( 2 seats),TB,20,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0202-TB-21,A2,2,202,Desk( 2 seats),TB,21,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-22,A2,2,202,Desk( 2 seats),TB,22,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-23,A2,2,202,Desk( 2 seats),TB,23,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-TB-24,A2,2,202,Desk( 2 seats),TB,24,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100	
A2-02-0202-TB-25,A2,2,202,Desk( 2 seats),TB,25,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
A2-02-0202-BGV-01,A2,2,202,Lecturer's desk,BGV,1,,Bàn làm việc dành cho giảng viên đặt tại khu vực giảng dạy	 dùng để đặt máy tính	 tài liệu và các thiết bị hỗ trợ giảng dạy.,2022,Việt Nam,Đang hoạt động,100
A2-02-0202-GGV-01,A2,2,202,Lecturer's chair,GGV,1,,Ghế dành cho giảng viên sử dụng tại bàn giảng dạy trong lớp học hoặc phòng họp	 thiết kế phù hợp cho việc làm việc và giảng dạy,2021,Trung Quốc,Đang hoạt động,100	
A2-02-0202-BP-01,A2,2,202,Sliding chalkboard,BP,1,,Bảng viết phấn dạng trượt được lắp đặt trong lớp học	 cho phép di chuyển các bảng để mở rộng không gian viết khi giảng dạy.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0202-TV-01,A2,2,202,Smart TV,TV,1,,Tivi thông minh được sử dụng để trình chiếu nội dung	 hỗ trợ giảng dạy	 hội họp hoặc giải trí thông qua kết nối internet và các thiết bị ngoại vi.,2022,Hàn Quốc,Đang hoạt động,100
A2-02-0202-HDMI-01,A2,2,202,Cable HDMI,HDMI,1,,Cáp HDMI dùng để truyền tín hiệu hình ảnh và âm thanh chất lượng cao giữa các thiết bị như máy tính	 tivi	 máy chiếu hoặc màn hình trình chiếu.,2023,Trung Quốc,Đang sử dụng,100
A2-02-0202-QT-01,A2,2,202,Ceiling fan,QT,1,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100
A2-02-0202-QT-02,A2,2,202,Ceiling fan,QT,2,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0202-QT-03,A2,2,202,Ceiling fan,QT,3,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0202-QT-04,A2,2,202,Ceiling fan,QT,4,,Quạt trần được lắp đặt trên trần nhà nhằm tạo luồng gió lưu thông trong phòng	 giúp làm mát và cải thiện không khí trong khu vực sử dụng.,2020,Việt Nam,Đang hoạt động,100	
A2-02-0202-AC-01,A2,2,202,Funiki AC,AC,1,,Máy điều hòa không khí thương hiệu Funiki dùng để làm mát và điều chỉnh nhiệt độ trong phòng	 đảm bảo môi trường làm việc và học tập thoải mái.,2022,Việt Nam,Đang hoạt động,100	
A2-02-0202-AC-02,A2,2,202,Funiki AC,AC,2,,Máy điều hòa không khí thương hiệu Funiki dùng để làm mát và điều chỉnh nhiệt độ trong phòng	 đảm bảo môi trường làm việc và học tập thoải mái.,2022,Việt Nam,Đang hoạt động,100	
A2-02-0203-TB-01,A2,2,203,Desk( 2 seats),TB,1,,Bàn học dành cho 2 sinh viên sử dụng trong phòng học. Bàn được bố trí cố định theo hàng để phục vụ hoạt động giảng dạy và học tập.,2021,Việt Nam,Đang hoạt động,100		
